"id_cheptel","id_commune","id_volume","ra_3010_dim2_mod","ra_3010_dim3_mod","n118_mod","n027_mod","valeur","volume"
22,43,43,10,1,0.12,40,1468,1206939
23,43,43,11,1,0,40,2039,1206939
24,43,43,11,1,0.11,40,738,1206939
25,43,43,11,1,0.12,40,1301,1206939
26,43,43,1,1,0,40,609,1206939
27,43,43,1,1,0.11,40,285,1206939
28,43,43,1,1,0.12,40,324,1206939
29,43,43,2,1,0,40,403,1206939
30,43,43,2,1,0.11,40,200,1206939
31,43,43,2,1,0.12,40,203,1206939
32,43,43,4,1,0,40,403,1206939
33,43,43,4,1,0.11,40,200,1206939
34,43,43,4,1,0.12,40,203,1206939
35,43,43,5,1,0,40,31,1206939
36,43,43,5,1,0.11,40,17,1206939
37,43,43,5,1,0.12,40,14,1206939
38,43,43,6,1,0,40,175,1206939
39,43,43,6,1,0.11,40,68,1206939
40,43,43,6,1,0.12,40,107,1206939
41,43,43,7,1,0,40,31,1206939
42,43,43,7,1,0.11,40,17,1206939
43,43,43,7,1,0.12,40,14,1206939
44,43,43,10,1,0.11,40,733,1206939
45,43,43,11,1,0,40,1125,1206939
46,43,43,12,1,0,40,99,1206939
47,43,43,12,1,0.11,40,26,1206939
48,43,43,12,1,0.12,40,73,1206939
49,43,43,1,1,0,40,979,1206939
50,43,43,1,1,0.11,40,294,1206939
1,44,43,1,1,0,40,742,1206939
2,44,43,1,1,0.11,40,376,1206939
3,44,43,1,1,0.12,40,366,1206939
4,44,43,2,1,0,40,475,1206939
5,44,43,2,1,0.11,40,241,1206939
6,44,43,2,1,0.12,40,234,1206939
7,44,43,4,1,0,40,475,1206939
8,44,43,4,1,0.11,40,241,1206939
9,44,43,4,1,0.12,40,234,1206939
10,44,43,5,1,0,40,42,1206939
11,44,43,5,1,0.11,40,32,1206939
12,44,43,5,1,0.12,40,10,1206939
13,44,43,6,1,0,40,225,1206939
14,44,43,6,1,0.11,40,103,1206939
15,44,43,6,1,0.12,40,122,1206939
16,44,43,7,1,0,40,78,1206939
17,44,43,7,1,0.11,40,56,1206939
18,44,43,7,1,0.12,40,22,1206939
19,44,43,8,1,0,40,400,1206939
20,44,43,10,1,0,40,2325,1206939
21,44,43,10,1,0.11,40,857,1206939
22,44,43,10,1,0.12,40,1468,1206939
23,44,43,11,1,0,40,2039,1206939
24,44,43,11,1,0.11,40,738,1206939
25,44,43,11,1,0.12,40,1301,1206939
26,44,43,1,1,0,40,609,1206939
27,44,43,1,1,0.11,40,285,1206939
28,44,43,1,1,0.12,40,324,1206939
29,44,43,2,1,0,40,403,1206939
30,44,43,2,1,0.11,40,200,1206939
31,44,43,2,1,0.12,40,203,1206939
32,44,43,4,1,0,40,403,1206939
33,44,43,4,1,0.11,40,200,1206939
34,44,43,4,1,0.12,40,203,1206939
35,44,43,5,1,0,40,31,1206939
36,44,43,5,1,0.11,40,17,1206939
37,44,43,5,1,0.12,40,14,1206939
38,44,43,6,1,0,40,175,1206939
39,44,43,6,1,0.11,40,68,1206939
40,44,43,6,1,0.12,40,107,1206939
41,44,43,7,1,0,40,31,1206939
42,44,43,7,1,0.11,40,17,1206939
43,44,43,7,1,0.12,40,14,1206939
44,44,43,10,1,0.11,40,733,1206939
45,44,43,11,1,0,40,1125,1206939
46,44,43,12,1,0,40,99,1206939
47,44,43,12,1,0.11,40,26,1206939
48,44,43,12,1,0.12,40,73,1206939
49,44,43,1,1,0,40,979,1206939
50,44,43,1,1,0.11,40,294,1206939
1,45,43,1,1,0,40,742,1206939
2,45,43,1,1,0.11,40,376,1206939
3,45,43,1,1,0.12,40,366,1206939
4,45,43,2,1,0,40,475,1206939
5,45,43,2,1,0.11,40,241,1206939
6,45,43,2,1,0.12,40,234,1206939
7,45,43,4,1,0,40,475,1206939
8,45,43,4,1,0.11,40,241,1206939
9,45,43,4,1,0.12,40,234,1206939
10,45,43,5,1,0,40,42,1206939
11,45,43,5,1,0.11,40,32,1206939
12,45,43,5,1,0.12,40,10,1206939
13,45,43,6,1,0,40,225,1206939
14,45,43,6,1,0.11,40,103,1206939
15,45,43,6,1,0.12,40,122,1206939
16,45,43,7,1,0,40,78,1206939
17,45,43,7,1,0.11,40,56,1206939
18,45,43,7,1,0.12,40,22,1206939
19,45,43,8,1,0,40,400,1206939
20,45,43,10,1,0,40,2325,1206939
21,45,43,10,1,0.11,40,857,1206939
22,45,43,10,1,0.12,40,1468,1206939
23,45,43,11,1,0,40,2039,1206939
24,45,43,11,1,0.11,40,738,1206939
25,45,43,11,1,0.12,40,1301,1206939
26,45,43,1,1,0,40,609,1206939
27,45,43,1,1,0.11,40,285,1206939
28,45,43,1,1,0.12,40,324,1206939
29,45,43,2,1,0,40,403,1206939
30,45,43,2,1,0.11,40,200,1206939
31,45,43,2,1,0.12,40,203,1206939
32,45,43,4,1,0,40,403,1206939
33,45,43,4,1,0.11,40,200,1206939
34,45,43,4,1,0.12,40,203,1206939
35,45,43,5,1,0,40,31,1206939
36,45,43,5,1,0.11,40,17,1206939
37,45,43,5,1,0.12,40,14,1206939
38,45,43,6,1,0,40,175,1206939
39,45,43,6,1,0.11,40,68,1206939
40,45,43,6,1,0.12,40,107,1206939
41,45,43,7,1,0,40,31,1206939
42,45,43,7,1,0.11,40,17,1206939
43,45,43,7,1,0.12,40,14,1206939
44,45,43,10,1,0.11,40,733,1206939
45,45,43,11,1,0,40,1125,1206939
46,45,43,12,1,0,40,99,1206939
47,45,43,12,1,0.11,40,26,1206939
48,45,43,12,1,0.12,40,73,1206939
49,45,43,1,1,0,40,979,1206939
50,45,43,1,1,0.11,40,294,1206939
1,46,43,1,1,0,40,742,1206939
2,46,43,1,1,0.11,40,376,1206939
3,46,43,1,1,0.12,40,366,1206939
4,46,43,2,1,0,40,475,1206939
5,46,43,2,1,0.11,40,241,1206939
6,46,43,2,1,0.12,40,234,1206939
7,46,43,4,1,0,40,475,1206939
8,46,43,4,1,0.11,40,241,1206939
9,46,43,4,1,0.12,40,234,1206939
10,46,43,5,1,0,40,42,1206939
11,46,43,5,1,0.11,40,32,1206939
12,46,43,5,1,0.12,40,10,1206939
13,46,43,6,1,0,40,225,1206939
14,46,43,6,1,0.11,40,103,1206939
15,46,43,6,1,0.12,40,122,1206939
16,46,43,7,1,0,40,78,1206939
17,46,43,7,1,0.11,40,56,1206939
18,46,43,7,1,0.12,40,22,1206939
19,46,43,8,1,0,40,400,1206939
20,46,43,10,1,0,40,2325,1206939
21,46,43,10,1,0.11,40,857,1206939
22,46,43,10,1,0.12,40,1468,1206939
23,46,43,11,1,0,40,2039,1206939
24,46,43,11,1,0.11,40,738,1206939
25,46,43,11,1,0.12,40,1301,1206939
26,46,43,1,1,0,40,609,1206939
27,46,43,1,1,0.11,40,285,1206939
28,46,43,1,1,0.12,40,324,1206939
29,46,43,2,1,0,40,403,1206939
30,46,43,2,1,0.11,40,200,1206939
31,46,43,2,1,0.12,40,203,1206939
32,46,43,4,1,0,40,403,1206939
33,46,43,4,1,0.11,40,200,1206939
34,46,43,4,1,0.12,40,203,1206939
35,46,43,5,1,0,40,31,1206939
36,46,43,5,1,0.11,40,17,1206939
37,46,43,5,1,0.12,40,14,1206939
38,46,43,6,1,0,40,175,1206939
39,46,43,6,1,0.11,40,68,1206939
40,46,43,6,1,0.12,40,107,1206939
41,46,43,7,1,0,40,31,1206939
42,46,43,7,1,0.11,40,17,1206939
43,46,43,7,1,0.12,40,14,1206939
44,46,43,10,1,0.11,40,733,1206939
45,46,43,11,1,0,40,1125,1206939
46,46,43,12,1,0,40,99,1206939
47,46,43,12,1,0.11,40,26,1206939
48,46,43,12,1,0.12,40,73,1206939
49,46,43,1,1,0,40,979,1206939
50,46,43,1,1,0.11,40,294,1206939
1,47,43,1,1,0,40,742,1206939
2,47,43,1,1,0.11,40,376,1206939
3,47,43,1,1,0.12,40,366,1206939
4,47,43,2,1,0,40,475,1206939
5,47,43,2,1,0.11,40,241,1206939
6,47,43,2,1,0.12,40,234,1206939
7,47,43,4,1,0,40,475,1206939
8,47,43,4,1,0.11,40,241,1206939
9,47,43,4,1,0.12,40,234,1206939
10,47,43,5,1,0,40,42,1206939
11,47,43,5,1,0.11,40,32,1206939
12,47,43,5,1,0.12,40,10,1206939
13,47,43,6,1,0,40,225,1206939
14,47,43,6,1,0.11,40,103,1206939
15,47,43,6,1,0.12,40,122,1206939
16,47,43,7,1,0,40,78,1206939
17,47,43,7,1,0.11,40,56,1206939
18,47,43,7,1,0.12,40,22,1206939
19,47,43,8,1,0,40,400,1206939
20,47,43,10,1,0,40,2325,1206939
21,47,43,10,1,0.11,40,857,1206939
22,47,43,10,1,0.12,40,1468,1206939
23,47,43,11,1,0,40,2039,1206939
24,47,43,11,1,0.11,40,738,1206939
25,47,43,11,1,0.12,40,1301,1206939
26,47,43,1,1,0,40,609,1206939
27,47,43,1,1,0.11,40,285,1206939
28,47,43,1,1,0.12,40,324,1206939
29,47,43,2,1,0,40,403,1206939
30,47,43,2,1,0.11,40,200,1206939
31,47,43,2,1,0.12,40,203,1206939
32,47,43,4,1,0,40,403,1206939
33,47,43,4,1,0.11,40,200,1206939
34,47,43,4,1,0.12,40,203,1206939
35,47,43,5,1,0,40,31,1206939
36,47,43,5,1,0.11,40,17,1206939
37,47,43,5,1,0.12,40,14,1206939
38,47,43,6,1,0,40,175,1206939
39,47,43,6,1,0.11,40,68,1206939
40,47,43,6,1,0.12,40,107,1206939
41,47,43,7,1,0,40,31,1206939
42,47,43,7,1,0.11,40,17,1206939
43,47,43,7,1,0.12,40,14,1206939
44,47,43,10,1,0.11,40,733,1206939
45,47,43,11,1,0,40,1125,1206939
46,47,43,12,1,0,40,99,1206939
47,47,43,12,1,0.11,40,26,1206939
48,47,43,12,1,0.12,40,73,1206939
49,47,43,1,1,0,40,979,1206939
50,47,43,1,1,0.11,40,294,1206939
1,48,43,1,1,0,40,742,1206939
2,48,43,1,1,0.11,40,376,1206939
3,48,43,1,1,0.12,40,366,1206939
4,48,43,2,1,0,40,475,1206939
5,48,43,2,1,0.11,40,241,1206939
6,48,43,2,1,0.12,40,234,1206939
7,48,43,4,1,0,40,475,1206939
8,48,43,4,1,0.11,40,241,1206939
9,48,43,4,1,0.12,40,234,1206939
10,48,43,5,1,0,40,42,1206939
11,48,43,5,1,0.11,40,32,1206939
12,48,43,5,1,0.12,40,10,1206939
13,48,43,6,1,0,40,225,1206939
14,48,43,6,1,0.11,40,103,1206939
15,48,43,6,1,0.12,40,122,1206939
16,48,43,7,1,0,40,78,1206939
17,48,43,7,1,0.11,40,56,1206939
18,48,43,7,1,0.12,40,22,1206939
19,48,43,8,1,0,40,400,1206939
20,48,43,10,1,0,40,2325,1206939
21,48,43,10,1,0.11,40,857,1206939
22,48,43,10,1,0.12,40,1468,1206939
23,48,43,11,1,0,40,2039,1206939
24,48,43,11,1,0.11,40,738,1206939
25,48,43,11,1,0.12,40,1301,1206939
26,48,43,1,1,0,40,609,1206939
27,48,43,1,1,0.11,40,285,1206939
28,48,43,1,1,0.12,40,324,1206939
29,48,43,2,1,0,40,403,1206939
30,48,43,2,1,0.11,40,200,1206939
31,48,43,2,1,0.12,40,203,1206939
32,48,43,4,1,0,40,403,1206939
33,48,43,4,1,0.11,40,200,1206939
34,48,43,4,1,0.12,40,203,1206939
35,48,43,5,1,0,40,31,1206939
36,48,43,5,1,0.11,40,17,1206939
37,48,43,5,1,0.12,40,14,1206939
38,48,43,6,1,0,40,175,1206939
39,48,43,6,1,0.11,40,68,1206939
40,48,43,6,1,0.12,40,107,1206939
41,48,43,7,1,0,40,31,1206939
42,48,43,7,1,0.11,40,17,1206939
43,48,43,7,1,0.12,40,14,1206939
44,48,43,10,1,0.11,40,733,1206939
45,48,43,11,1,0,40,1125,1206939
46,48,43,12,1,0,40,99,1206939
47,48,43,12,1,0.11,40,26,1206939
48,48,43,12,1,0.12,40,73,1206939
49,48,43,1,1,0,40,979,1206939
50,48,43,1,1,0.11,40,294,1206939
1,49,43,1,1,0,40,742,1206939
2,49,43,1,1,0.11,40,376,1206939
3,49,43,1,1,0.12,40,366,1206939
4,49,43,2,1,0,40,475,1206939
5,49,43,2,1,0.11,40,241,1206939
6,49,43,2,1,0.12,40,234,1206939
7,49,43,4,1,0,40,475,1206939
8,49,43,4,1,0.11,40,241,1206939
9,49,43,4,1,0.12,40,234,1206939
10,49,43,5,1,0,40,42,1206939
11,49,43,5,1,0.11,40,32,1206939
12,49,43,5,1,0.12,40,10,1206939
13,49,43,6,1,0,40,225,1206939
14,49,43,6,1,0.11,40,103,1206939
15,49,43,6,1,0.12,40,122,1206939
16,49,43,7,1,0,40,78,1206939
17,49,43,7,1,0.11,40,56,1206939
18,49,43,7,1,0.12,40,22,1206939
19,49,43,8,1,0,40,400,1206939
20,49,43,10,1,0,40,2325,1206939
21,49,43,10,1,0.11,40,857,1206939
22,49,43,10,1,0.12,40,1468,1206939
23,49,43,11,1,0,40,2039,1206939
24,49,43,11,1,0.11,40,738,1206939
25,49,43,11,1,0.12,40,1301,1206939
26,49,43,1,1,0,40,609,1206939
27,49,43,1,1,0.11,40,285,1206939
28,49,43,1,1,0.12,40,324,1206939
29,49,43,2,1,0,40,403,1206939
30,49,43,2,1,0.11,40,200,1206939
31,49,43,2,1,0.12,40,203,1206939
32,49,43,4,1,0,40,403,1206939
33,49,43,4,1,0.11,40,200,1206939
34,49,43,4,1,0.12,40,203,1206939
35,49,43,5,1,0,40,31,1206939
36,49,43,5,1,0.11,40,17,1206939
37,49,43,5,1,0.12,40,14,1206939
38,49,43,6,1,0,40,175,1206939
39,49,43,6,1,0.11,40,68,1206939
40,49,43,6,1,0.12,40,107,1206939
41,49,43,7,1,0,40,31,1206939
42,49,43,7,1,0.11,40,17,1206939
43,49,43,7,1,0.12,40,14,1206939
44,49,43,10,1,0.11,40,733,1206939
45,49,43,11,1,0,40,1125,1206939
46,49,43,12,1,0,40,99,1206939
47,49,43,12,1,0.11,40,26,1206939
48,49,43,12,1,0.12,40,73,1206939
49,49,43,1,1,0,40,979,1206939
50,49,43,1,1,0.11,40,294,1206939
1,50,43,1,1,0,40,742,1206939
2,50,43,1,1,0.11,40,376,1206939
3,50,43,1,1,0.12,40,366,1206939
4,50,43,2,1,0,40,475,1206939
5,50,43,2,1,0.11,40,241,1206939
6,50,43,2,1,0.12,40,234,1206939
7,50,43,4,1,0,40,475,1206939
8,50,43,4,1,0.11,40,241,1206939
9,50,43,4,1,0.12,40,234,1206939
10,50,43,5,1,0,40,42,1206939
11,50,43,5,1,0.11,40,32,1206939
12,50,43,5,1,0.12,40,10,1206939
13,50,43,6,1,0,40,225,1206939
14,50,43,6,1,0.11,40,103,1206939
15,50,43,6,1,0.12,40,122,1206939
16,50,43,7,1,0,40,78,1206939
17,50,43,7,1,0.11,40,56,1206939
18,50,43,7,1,0.12,40,22,1206939
19,50,43,8,1,0,40,400,1206939
20,50,43,10,1,0,40,2325,1206939
21,50,43,10,1,0.11,40,857,1206939
22,50,43,10,1,0.12,40,1468,1206939
23,50,43,11,1,0,40,2039,1206939
24,50,43,11,1,0.11,40,738,1206939
25,50,43,11,1,0.12,40,1301,1206939
26,50,43,1,1,0,40,609,1206939
27,50,43,1,1,0.11,40,285,1206939
28,50,43,1,1,0.12,40,324,1206939
29,50,43,2,1,0,40,403,1206939
30,50,43,2,1,0.11,40,200,1206939
31,50,43,2,1,0.12,40,203,1206939
32,50,43,4,1,0,40,403,1206939
33,50,43,4,1,0.11,40,200,1206939
34,50,43,4,1,0.12,40,203,1206939
35,50,43,5,1,0,40,31,1206939
36,50,43,5,1,0.11,40,17,1206939
37,50,43,5,1,0.12,40,14,1206939
38,50,43,6,1,0,40,175,1206939
39,50,43,6,1,0.11,40,68,1206939
40,50,43,6,1,0.12,40,107,1206939
41,50,43,7,1,0,40,31,1206939
42,50,43,7,1,0.11,40,17,1206939
43,50,43,7,1,0.12,40,14,1206939
44,50,43,10,1,0.11,40,733,1206939
45,50,43,11,1,0,40,1125,1206939
46,50,43,12,1,0,40,99,1206939
47,50,43,12,1,0.11,40,26,1206939
48,50,43,12,1,0.12,40,73,1206939
49,50,43,1,1,0,40,979,1206939
50,50,43,1,1,0.11,40,294,1206939
1,1,44,1,1,0,40,742,1472362
2,1,44,1,1,0.11,40,376,1472362
3,1,44,1,1,0.12,40,366,1472362
4,1,44,2,1,0,40,475,1472362
5,1,44,2,1,0.11,40,241,1472362
6,1,44,2,1,0.12,40,234,1472362
7,1,44,4,1,0,40,475,1472362
8,1,44,4,1,0.11,40,241,1472362
9,1,44,4,1,0.12,40,234,1472362
10,1,44,5,1,0,40,42,1472362
11,1,44,5,1,0.11,40,32,1472362
12,1,44,5,1,0.12,40,10,1472362
13,1,44,6,1,0,40,225,1472362
14,1,44,6,1,0.11,40,103,1472362
15,1,44,6,1,0.12,40,122,1472362
16,1,44,7,1,0,40,78,1472362
17,1,44,7,1,0.11,40,56,1472362
18,1,44,7,1,0.12,40,22,1472362
19,1,44,8,1,0,40,400,1472362
20,1,44,10,1,0,40,2325,1472362
21,1,44,10,1,0.11,40,857,1472362
22,1,44,10,1,0.12,40,1468,1472362
23,1,44,11,1,0,40,2039,1472362
24,1,44,11,1,0.11,40,738,1472362
25,1,44,11,1,0.12,40,1301,1472362
26,1,44,1,1,0,40,609,1472362
27,1,44,1,1,0.11,40,285,1472362
28,1,44,1,1,0.12,40,324,1472362
29,1,44,2,1,0,40,403,1472362
30,1,44,2,1,0.11,40,200,1472362
31,1,44,2,1,0.12,40,203,1472362
32,1,44,4,1,0,40,403,1472362
33,1,44,4,1,0.11,40,200,1472362
34,1,44,4,1,0.12,40,203,1472362
35,1,44,5,1,0,40,31,1472362
36,1,44,5,1,0.11,40,17,1472362
37,1,44,5,1,0.12,40,14,1472362
38,1,44,6,1,0,40,175,1472362
39,1,44,6,1,0.11,40,68,1472362
40,1,44,6,1,0.12,40,107,1472362
41,1,44,7,1,0,40,31,1472362
42,1,44,7,1,0.11,40,17,1472362
43,1,44,7,1,0.12,40,14,1472362
44,1,44,10,1,0.11,40,733,1472362
45,1,44,11,1,0,40,1125,1472362
46,1,44,12,1,0,40,99,1472362
47,1,44,12,1,0.11,40,26,1472362
48,1,44,12,1,0.12,40,73,1472362
49,1,44,1,1,0,40,979,1472362
50,1,44,1,1,0.11,40,294,1472362
1,2,44,1,1,0,40,742,1472362
2,2,44,1,1,0.11,40,376,1472362
3,2,44,1,1,0.12,40,366,1472362
4,2,44,2,1,0,40,475,1472362
5,2,44,2,1,0.11,40,241,1472362
6,2,44,2,1,0.12,40,234,1472362
7,2,44,4,1,0,40,475,1472362
8,2,44,4,1,0.11,40,241,1472362
9,2,44,4,1,0.12,40,234,1472362
10,2,44,5,1,0,40,42,1472362
11,2,44,5,1,0.11,40,32,1472362
12,2,44,5,1,0.12,40,10,1472362
13,2,44,6,1,0,40,225,1472362
14,2,44,6,1,0.11,40,103,1472362
15,2,44,6,1,0.12,40,122,1472362
16,2,44,7,1,0,40,78,1472362
17,2,44,7,1,0.11,40,56,1472362
18,2,44,7,1,0.12,40,22,1472362
19,2,44,8,1,0,40,400,1472362
20,2,44,10,1,0,40,2325,1472362
21,2,44,10,1,0.11,40,857,1472362
22,2,44,10,1,0.12,40,1468,1472362
23,2,44,11,1,0,40,2039,1472362
24,2,44,11,1,0.11,40,738,1472362
25,2,44,11,1,0.12,40,1301,1472362
26,2,44,1,1,0,40,609,1472362
27,2,44,1,1,0.11,40,285,1472362
28,2,44,1,1,0.12,40,324,1472362
29,2,44,2,1,0,40,403,1472362
30,2,44,2,1,0.11,40,200,1472362
31,2,44,2,1,0.12,40,203,1472362
32,2,44,4,1,0,40,403,1472362
33,2,44,4,1,0.11,40,200,1472362
34,2,44,4,1,0.12,40,203,1472362
35,2,44,5,1,0,40,31,1472362
36,2,44,5,1,0.11,40,17,1472362
37,2,44,5,1,0.12,40,14,1472362
38,2,44,6,1,0,40,175,1472362
39,2,44,6,1,0.11,40,68,1472362
40,2,44,6,1,0.12,40,107,1472362
41,2,44,7,1,0,40,31,1472362
42,2,44,7,1,0.11,40,17,1472362
43,2,44,7,1,0.12,40,14,1472362
44,2,44,10,1,0.11,40,733,1472362
45,2,44,11,1,0,40,1125,1472362
46,2,44,12,1,0,40,99,1472362
47,2,44,12,1,0.11,40,26,1472362
48,2,44,12,1,0.12,40,73,1472362
49,2,44,1,1,0,40,979,1472362
50,2,44,1,1,0.11,40,294,1472362
1,3,44,1,1,0,40,742,1472362
2,3,44,1,1,0.11,40,376,1472362
3,3,44,1,1,0.12,40,366,1472362
4,3,44,2,1,0,40,475,1472362
5,3,44,2,1,0.11,40,241,1472362
6,3,44,2,1,0.12,40,234,1472362
7,3,44,4,1,0,40,475,1472362
8,3,44,4,1,0.11,40,241,1472362
9,3,44,4,1,0.12,40,234,1472362
10,3,44,5,1,0,40,42,1472362
11,3,44,5,1,0.11,40,32,1472362
12,3,44,5,1,0.12,40,10,1472362
13,3,44,6,1,0,40,225,1472362
14,3,44,6,1,0.11,40,103,1472362
15,3,44,6,1,0.12,40,122,1472362
16,3,44,7,1,0,40,78,1472362
17,3,44,7,1,0.11,40,56,1472362
18,3,44,7,1,0.12,40,22,1472362
19,3,44,8,1,0,40,400,1472362
20,3,44,10,1,0,40,2325,1472362
21,3,44,10,1,0.11,40,857,1472362
22,3,44,10,1,0.12,40,1468,1472362
23,3,44,11,1,0,40,2039,1472362
24,3,44,11,1,0.11,40,738,1472362
25,3,44,11,1,0.12,40,1301,1472362
26,3,44,1,1,0,40,609,1472362
27,3,44,1,1,0.11,40,285,1472362
28,3,44,1,1,0.12,40,324,1472362
29,3,44,2,1,0,40,403,1472362
30,3,44,2,1,0.11,40,200,1472362
31,3,44,2,1,0.12,40,203,1472362
32,3,44,4,1,0,40,403,1472362
33,3,44,4,1,0.11,40,200,1472362
34,3,44,4,1,0.12,40,203,1472362
35,3,44,5,1,0,40,31,1472362
36,3,44,5,1,0.11,40,17,1472362
37,3,44,5,1,0.12,40,14,1472362
38,3,44,6,1,0,40,175,1472362
39,3,44,6,1,0.11,40,68,1472362
40,3,44,6,1,0.12,40,107,1472362
41,3,44,7,1,0,40,31,1472362
42,3,44,7,1,0.11,40,17,1472362
43,3,44,7,1,0.12,40,14,1472362
44,3,44,10,1,0.11,40,733,1472362
45,3,44,11,1,0,40,1125,1472362
46,3,44,12,1,0,40,99,1472362
47,3,44,12,1,0.11,40,26,1472362
48,3,44,12,1,0.12,40,73,1472362
49,3,44,1,1,0,40,979,1472362
50,3,44,1,1,0.11,40,294,1472362
1,4,44,1,1,0,40,742,1472362
2,4,44,1,1,0.11,40,376,1472362
3,4,44,1,1,0.12,40,366,1472362
4,4,44,2,1,0,40,475,1472362
5,4,44,2,1,0.11,40,241,1472362
6,4,44,2,1,0.12,40,234,1472362
7,4,44,4,1,0,40,475,1472362
8,4,44,4,1,0.11,40,241,1472362
9,4,44,4,1,0.12,40,234,1472362
10,4,44,5,1,0,40,42,1472362
11,4,44,5,1,0.11,40,32,1472362
12,4,44,5,1,0.12,40,10,1472362
13,4,44,6,1,0,40,225,1472362
14,4,44,6,1,0.11,40,103,1472362
15,4,44,6,1,0.12,40,122,1472362
16,4,44,7,1,0,40,78,1472362
17,4,44,7,1,0.11,40,56,1472362
18,4,44,7,1,0.12,40,22,1472362
19,4,44,8,1,0,40,400,1472362
20,4,44,10,1,0,40,2325,1472362
21,4,44,10,1,0.11,40,857,1472362
22,4,44,10,1,0.12,40,1468,1472362
23,4,44,11,1,0,40,2039,1472362
24,4,44,11,1,0.11,40,738,1472362
25,4,44,11,1,0.12,40,1301,1472362
26,4,44,1,1,0,40,609,1472362
27,4,44,1,1,0.11,40,285,1472362
28,4,44,1,1,0.12,40,324,1472362
29,4,44,2,1,0,40,403,1472362
30,4,44,2,1,0.11,40,200,1472362
31,4,44,2,1,0.12,40,203,1472362
32,4,44,4,1,0,40,403,1472362
33,4,44,4,1,0.11,40,200,1472362
34,4,44,4,1,0.12,40,203,1472362
35,4,44,5,1,0,40,31,1472362
36,4,44,5,1,0.11,40,17,1472362
37,4,44,5,1,0.12,40,14,1472362
38,4,44,6,1,0,40,175,1472362
39,4,44,6,1,0.11,40,68,1472362
40,4,44,6,1,0.12,40,107,1472362
41,4,44,7,1,0,40,31,1472362
42,4,44,7,1,0.11,40,17,1472362
43,4,44,7,1,0.12,40,14,1472362
44,4,44,10,1,0.11,40,733,1472362
45,4,44,11,1,0,40,1125,1472362
46,4,44,12,1,0,40,99,1472362
47,4,44,12,1,0.11,40,26,1472362
48,4,44,12,1,0.12,40,73,1472362
49,4,44,1,1,0,40,979,1472362
50,4,44,1,1,0.11,40,294,1472362
1,5,44,1,1,0,40,742,1472362
2,5,44,1,1,0.11,40,376,1472362
3,5,44,1,1,0.12,40,366,1472362
4,5,44,2,1,0,40,475,1472362
5,5,44,2,1,0.11,40,241,1472362
6,5,44,2,1,0.12,40,234,1472362
7,5,44,4,1,0,40,475,1472362
8,5,44,4,1,0.11,40,241,1472362
9,5,44,4,1,0.12,40,234,1472362
10,5,44,5,1,0,40,42,1472362
11,5,44,5,1,0.11,40,32,1472362
12,5,44,5,1,0.12,40,10,1472362
13,5,44,6,1,0,40,225,1472362
14,5,44,6,1,0.11,40,103,1472362
15,5,44,6,1,0.12,40,122,1472362
16,5,44,7,1,0,40,78,1472362
17,5,44,7,1,0.11,40,56,1472362
18,5,44,7,1,0.12,40,22,1472362
19,5,44,8,1,0,40,400,1472362
20,5,44,10,1,0,40,2325,1472362
21,5,44,10,1,0.11,40,857,1472362
22,5,44,10,1,0.12,40,1468,1472362
23,5,44,11,1,0,40,2039,1472362
24,5,44,11,1,0.11,40,738,1472362
25,5,44,11,1,0.12,40,1301,1472362
26,5,44,1,1,0,40,609,1472362
27,5,44,1,1,0.11,40,285,1472362
28,5,44,1,1,0.12,40,324,1472362
29,5,44,2,1,0,40,403,1472362
30,5,44,2,1,0.11,40,200,1472362
31,5,44,2,1,0.12,40,203,1472362
32,5,44,4,1,0,40,403,1472362
33,5,44,4,1,0.11,40,200,1472362
34,5,44,4,1,0.12,40,203,1472362
35,5,44,5,1,0,40,31,1472362
36,5,44,5,1,0.11,40,17,1472362
37,5,44,5,1,0.12,40,14,1472362
38,5,44,6,1,0,40,175,1472362
39,5,44,6,1,0.11,40,68,1472362
40,5,44,6,1,0.12,40,107,1472362
41,5,44,7,1,0,40,31,1472362
42,5,44,7,1,0.11,40,17,1472362
43,5,44,7,1,0.12,40,14,1472362
44,5,44,10,1,0.11,40,733,1472362
45,5,44,11,1,0,40,1125,1472362
46,5,44,12,1,0,40,99,1472362
47,5,44,12,1,0.11,40,26,1472362
48,5,44,12,1,0.12,40,73,1472362
49,5,44,1,1,0,40,979,1472362
50,5,44,1,1,0.11,40,294,1472362
1,6,44,1,1,0,40,742,1472362
2,6,44,1,1,0.11,40,376,1472362
3,6,44,1,1,0.12,40,366,1472362
4,6,44,2,1,0,40,475,1472362
5,6,44,2,1,0.11,40,241,1472362
6,6,44,2,1,0.12,40,234,1472362
7,6,44,4,1,0,40,475,1472362
8,6,44,4,1,0.11,40,241,1472362
9,6,44,4,1,0.12,40,234,1472362
10,6,44,5,1,0,40,42,1472362
11,6,44,5,1,0.11,40,32,1472362
12,6,44,5,1,0.12,40,10,1472362
13,6,44,6,1,0,40,225,1472362
14,6,44,6,1,0.11,40,103,1472362
15,6,44,6,1,0.12,40,122,1472362
16,6,44,7,1,0,40,78,1472362
17,6,44,7,1,0.11,40,56,1472362
18,6,44,7,1,0.12,40,22,1472362
19,6,44,8,1,0,40,400,1472362
20,6,44,10,1,0,40,2325,1472362
21,6,44,10,1,0.11,40,857,1472362
22,6,44,10,1,0.12,40,1468,1472362
